Id,time
0,0.9939182600257835
1,9.249019850918065
2,0.4266242192849916
3,1.2857097683316008
4,2.3650902471942823
5,8.868729897261629
6,2.5323433458941564
7,0.5136626571316278
8,12.31577776556573
9,0.43713806980479014
10,5.380092895213037
11,11.248225259342279
12,0.7319071608133523
13,32.95753603105721
14,0.4341171600112844
15,0.7321612991238817
16,0.7209740722330196
17,7.548955981834564
18,3.9892208791498693
19,1.1438751142129526
20,0.3980765134727749
21,0.47611473013287936
22,0.7224358312985306
23,0.7081156732570558
24,1.4703555112749578
25,1.6112782428629786
26,0.6998007612926134
27,3.807719337276547
28,1.5036342110491325
29,2.7905053426816617
30,19.79783004690958
31,2.580825243312016
32,0.4989621984163386
33,7.08671421077003
34,9.341377059320495
35,0.9666788798611878
36,3.4106079639927884
37,2.914604393499449
38,0.704306812738595
39,2.121553173434657
40,4.419401822122145
41,8.601802867257689
42,0.814184460663732
43,3.886829453552776
44,1.0396369288690266
45,2.4266014930205015
46,3.06364000486213
47,0.44133206752690574
48,8.72816303441082
49,0.7610404144732988
50,0.23055301859142543
51,17.679364960599155
52,0.1884757720731705
53,6.964779813837
54,15.526055569162569
55,0.3778467902391696
56,0.8764351133581049
57,0.832666891700818
58,0.6345380060219479
59,0.8349089991213853
60,0.970055041973399
61,5.67591646700683
62,0.3718842912005705
63,8.376359708744287
64,3.0707710667283106
65,8.778981689509369
66,1.0726557420056064
67,0.31432028671485757
68,8.903950598214916
69,0.8651169390778451
70,0.3608581620136405
71,0.688972176224166
72,11.299178935291813
73,0.2805780808332107
74,7.024884947524805
75,4.163306976649066
76,1.236041676602588
77,4.008666846419357
78,3.555359208813703
79,1.0127192739448598
80,6.883560535869314
81,4.227995971029928
82,5.482154990140245
83,0.9998846296421001
84,1.2242057647397542
85,4.256677603560123
86,6.230694483091948
87,0.39583247894560397
88,4.518293440237471
89,0.9916565728043455
90,3.709137464644151
91,0.776115029261852
92,1.2374720705189262
93,13.677015125212668
94,8.042700882419332
95,2.9678893615836524
96,47.4183491138807
97,0.3165781250068234
98,0.773136776195859
99,0.19076549382897343
